valor_contrato
39672727
814000000
166230000
16125000
23524599
23005440
37334000
26124744
18123000
17470860
251776692
35100000
15600000
38797000
2000000
12000000
18000000
25354000
3846200
12000000
18999991
50217307
43929523
54353545
610764
1430000
99000000
291700000
40584000
22500000
99153648
19600000
35678522
20924000
5700000
14800000
10000000
19444000
15041666
104680180
18000000
6650000
22710000
20000000
69709200
100507400
19959333
18000000
4140000
39361963
421959965
24994780
18185307
21540000
4240000
168485066
985320
10776667
20583330
13920200
9900000
10000000
6032500
45697411
48613068
201253883
22500000
12000000
8343852
11166667
97299000
45244810
1387553556
65099997
15500000
21000000
5040000
16775000
17240355
5700000
3000000
36023056
5000000
668723200
7800000
33242220
41136666
42600800
93360000
7746820
112566667
18000000
40068000
4999999
10400000
28610000
111240000
9403170
6000000
68119476
21000000
12800000
12000000
5400000
25920000
20900000
1900000
22855763
27500000
3900000
30000000
74922283
5000000
2500000
71363600
73229473
22281000
12500000
37761075
12273433
258080445
3750000
46640000
5400000
5686604
3000000
44898000
12000000
48380640
9490933
16500000
31200000
2300000
9440000
15000000
7200000
7500000
631620
9532944
8609244
20000000
1132047
15201550
15162000
17827546
53260383
22374000
3000000
25654200
4229547623
440095868
13488100
1665038
27120000
170250400
8000000
30566667
6346665
31113333
4500000
18806662
5370000
3895702
5000000
14965524
25800000
42060788
5000000
17300000
16183125
41572000
37199998
219510000
11766000
36678587
16216200
8800000
19800000
126000000
34500000
17955666
10800000
20000000
6735334
969890273
38866666
429329430
11042304
5700000
33907379
38087472
48533333
27500000
14000000
1500000
19870611
5562000
14639511
4176835
12354416
6000000
3172800
17416533
18210000
3000000
7500000
5996000
13750000
4500000
21000000
20329585
13200000
6800000
27156000
34800000
12616000
17117000
3600000
7500000
23200000
31557900
39000000
42968900
7387500
14500000
18000000
10000000
7500000
5679318
9200000
13985586
26628000
14376012
341634646
12000000
20469546
28749387
13333333
23219000
49600000
6360000
1560000
47037074
21500000
12800000
53767410
76987733
1099519211
904755000
5369173
29355000
10660000
203000000
21000000
706756922
33600000
180403524
54089728
19084426
27000000
77000000
1545600
12250000
4200000
26266495
22467500
25263000
12933689
15400000
80499995
125400000
51184000
38610000
10400000
17018800
1600000
45846262
4500000
4038300
6189452
39200000
57288000
8400000
3951840
12800000
2500000
4200000
7875000
34720000
2361071980
20640000
13200000
4152640
19997320
23770173
15525216
10176000
31500000
6030500
5040000
22000000
43126877
374094506
11600000
2000000
51301250
12250000
238000000
46987276
19213620
774135095
12600000
1350000
14539200
6005000
3696614059
20800986
22060192
39796575
41291155
45486000
35000000
60000000
7462327
378976554
44640000
12000000
48253202
23924328
227915116
27600000
34800000
46099200
16929000
19474000
21473600
15208667
8800000
21807072
22651280
49904250
21000000
19716000
1200000
29790616
44575560
48200000
13430024
558707380
23819160
10795200
29315262
4972000
37695767
1340000
160486880
16000000
5600000
7000000
8640000
84000000
9900558
67500000
15000000
14875140
59843000
35700000
12962880
21940200
43750000
12868000
29859200
5065460
17230000
14000000
32000000
4333333
108874380
30000000
10900000
84789469
31185000
965465442
26719000
18050000
24370056
26446320
17453254
25000000
8360000
623975832
21440000
7500000
15000000
51134000
28000000
156162864
22400000
311387488
5462433
9536873
38500000
9840000
8576000
35936302
14000000
9132036
8000000
